width,height,area
0.1875,0.55625,0.10429687500000001
0.19062500000000002,0.609375,0.11616210937500002
0.26875,0.296875,0.07978515625
0.109375,0.440625,0.048193359375
0.184375,0.421875,0.077783203125
0.23750000000000002,0.415625,0.09871093750000001
0.259375,0.603125,0.15643554687500003
0.184375,0.46875,0.08642578125
0.22812500000000002,0.4625,0.10550781250000002
0.30000000000000004,0.49062500000000003,0.14718750000000003
0.15625,0.353125,0.05517578125
0.16562500000000002,0.41875,0.06935546875000001
0.115625,0.565625,0.06540039062500001
0.178125,0.253125,0.045087890625
0.21875,0.596875,0.13056640625000002
0.2,0.5593750000000001,0.11187500000000002
0.19062500000000002,0.484375,0.09233398437500001
0.234375,0.6156250000000001,0.14428710937500003
0.25625000000000003,0.64375,0.16496093750000004
0.22812500000000002,0.115625,0.026376953125000005
0.165625,0.596875,0.098857421875
0.18125000000000002,0.3125,0.05664062500000001
0.19687500000000002,0.49062500000000003,0.09659179687500001
0.25,0.6125,0.153125
0.17500000000000002,0.496875,0.086953125
0.178125,0.484375,0.08627929687500001
0.19687500000000002,0.534375,0.10520507812500002
0.09062500000000001,0.4375,0.03964843750000001
0.1375,0.56875,0.078203125
0.184375,0.609375,0.11235351562500001
0.153125,0.603125,0.09235351562500001
0.171875,0.259375,0.044580078125000006
0.178125,0.3375,0.06011718750000001
0.23125,0.565625,0.13080078125000003
0.215625,0.34375,0.07412109375
0.184375,0.4,0.07375000000000001
0.18125000000000002,0.446875,0.08099609375000001
0.203125,0.49062500000000003,0.09965820312500001
0.384375,0.546875,0.210205078125
0.19875776397515527,0.5327102803738317,0.10588030417368083
0.184375,0.525,0.096796875
0.253125,0.5906250000000001,0.149501953125
0.21250000000000002,0.50625,0.10757812500000001
0.24375000000000002,0.465625,0.11349609375000001
0.2,0.27187500000000003,0.05437500000000001
0.23750000000000002,0.578125,0.13730468750000002
0.2375,0.6125,0.14546875
0.2375,0.328125,0.0779296875
0.203125,0.471875,0.09584960937499999
0.215625,0.2625,0.05660156250000001
0.221875,0.328125,0.072802734375
0.15,0.3375,0.050625
0.190625,0.096875,0.018466796875
0.43125,0.525,0.22640625000000003
0.259375,0.634375,0.164541015625
0.18012422360248445,0.46417445482866043,0.08360906329211895
0.21739130434782608,0.5264797507788161,0.11445211973452525
0.16459627329192544,0.514018691588785,0.08460556103790559
0.30625,0.30000000000000004,0.09187500000000003
0.1875,0.51875,0.09726562500000001
0.253125,0.4625,0.1170703125
0.275,0.184375,0.05070312500000001
0.22187500000000002,0.496875,0.11024414062500001
0.1625,0.40937500000000004,0.0665234375
0.19375,0.521875,0.10111328124999999
0.209375,0.525,0.109921875
0.24375000000000002,0.584375,0.14244140625
0.22812500000000002,0.584375,0.13331054687500002
0.275,0.525,0.14437500000000003
0.45,0.278125,0.12515625
0.16875,0.33125000000000004,0.05589843750000001
0.290625,0.584375,0.169833984375
0.215625,0.65625,0.14150390625
0.384375,0.49375,0.18978515625000003
0.22812500000000002,0.15625,0.03564453125
0.25,0.375,0.09375
0.178125,0.45,0.08015625
0.16875,0.5,0.084375
0.3125,0.509375,0.1591796875
0.253125,0.4375,0.11074218749999999
0.1875,0.47500000000000003,0.0890625
0.184375,0.50625,0.09333984375
0.215625,0.553125,0.119267578125
0.225,0.559375,0.125859375
0.228125,0.46875,0.10693359375
0.16875,0.45,0.0759375
0.359375,0.61875,0.22236328125000002
0.28750000000000003,0.603125,0.17339843750000003
0.15000000000000002,0.3125,0.04687500000000001
0.234375,0.571875,0.134033203125
0.31562500000000004,0.65625,0.20712890625000002
0.275,0.640625,0.176171875
0.125,0.17500000000000002,0.021875000000000002
0.242236,0.535826,0.129796346936
0.184375,0.565625,0.10428710937500002
0.246875,0.134375,0.033173828125
0.253125,0.6125,0.1550390625
0.21875,0.571875,0.12509765625
0.16562500000000002,0.40937500000000004,0.06780273437500002
0.16875,0.38125,0.0643359375
0.3375,0.453125,0.15292968750000002
0.19062500000000002,0.45625000000000004,0.08697265625000002
0.1625,0.403125,0.0655078125
0.1875,0.521875,0.09785156249999999
0.0625,0.528125,0.0330078125
0.2625,0.353125,0.09269531250000002
0.246875,0.628125,0.15506835937500002
0.20625000000000002,0.546875,0.11279296875000001
0.36875,0.4625,0.17054687500000001
0.13125,0.515625,0.06767578125
0.134375,0.571875,0.076845703125
0.21875,0.515625,0.11279296875
0.19687500000000002,0.48125,0.09474609375000001
0.140625,0.615625,0.08657226562499999
0.16562500000000002,0.55625,0.09212890625000002
0.15937500000000002,0.4,0.06375000000000001
0.13125,0.49062500000000003,0.06439453125000001
0.10312500000000001,0.44062500000000004,0.04543945312500001
0.153125,0.509375,0.077998046875
0.153125,0.259375,0.03971679687500001
0.18125000000000002,0.4,0.07250000000000001
0.1625,0.41250000000000003,0.06703125000000001
0.15625,0.35625,0.0556640625
0.146875,0.44375000000000003,0.06517578125000001
0.18125000000000002,0.45625000000000004,0.08269531250000002
0.234375,0.084375,0.019775390625
0.25,0.475,0.11875
0.203125,0.325,0.06601562500000001
0.1875,0.49062500000000003,0.0919921875
0.171875,0.46875,0.08056640625
0.234375,0.465625,0.109130859375
0.325,0.5281250000000001,0.17164062500000002
0.246875,0.615625,0.151982421875
0.165625,0.353125,0.058486328125
0.16875,0.353125,0.05958984375000001
0.146875,0.4,0.058750000000000004
0.16875,0.440625,0.07435546875
0.1625,0.45625,0.074140625
0.096875,0.6,0.058124999999999996
0.16875,0.47500000000000003,0.08015625000000001
0.184375,0.453125,0.08354492187500001
0.19375,0.59375,0.1150390625
0.1875,0.578125,0.1083984375
0.15937500000000002,0.325,0.051796875000000006
0.30625,0.53125,0.16269531250000002
0.18125000000000002,0.565625,0.10251953125000002
0.25,0.434375,0.10859375
0.1375,0.553125,0.07605468750000001
0.140625,0.296875,0.041748046875
0.19062500000000002,0.31562500000000004,0.06016601562500001
0.22812500000000002,0.59375,0.13544921875000002
0.353125,0.46875,0.16552734375
0.21875,0.40937500000000004,0.08955078125000002
0.25,0.5875,0.146875
0.25625000000000003,0.534375,0.13693359375000003
0.153125,0.534375,0.081826171875
0.16562500000000002,0.321875,0.05331054687500001
0.20625000000000002,0.5625,0.11601562500000001
0.465625,0.534375,0.24881835937500002
0.15625,0.40625,0.0634765625
0.23602484472049687,0.5451713395638629,0.128673980766626
0.415625,0.503125,0.20911132812500002
0.20625000000000002,0.546875,0.11279296875000001
0.3375,0.503125,0.16980468750000002
0.265625,0.565625,0.15024414062500002
0.16875,0.53125,0.08964843750000001
0.171875,0.540625,0.092919921875
0.15625,0.44062500000000004,0.06884765625
0.146875,0.4,0.058750000000000004
0.15000000000000002,0.390625,0.05859375000000001
0.18125000000000002,0.340625,0.06173828125000001
0.23125,0.434375,0.10044921875000001
0.2,0.496875,0.099375
0.246875,0.578125,0.142724609375
0.25,0.59375,0.1484375
0.184375,0.30625,0.05646484375000001
0.22812500000000002,0.48125,0.10978515625000002
0.215625,0.5125,0.1105078125
0.18323,0.492212,0.09018800476
0.201863,0.507788,0.102503609044
0.217391,0.560748,0.121901568468
0.203125,0.45937500000000003,0.09331054687500001
0.068323,0.380062,0.025966976026
0.21250000000000002,0.515625,0.10957031250000002
0.21250000000000002,0.546875,0.11621093750000001
0.053125,0.59375,0.03154296875
0.22187500000000002,0.6000000000000001,0.13312500000000002
0.12187500000000001,0.21250000000000002,0.025898437500000007
0.153125,0.4,0.061250000000000006
0.19062500000000002,0.525,0.10007812500000002
0.23125,0.596875,0.13802734375
0.2875,0.60625,0.17429687499999996
0.18125000000000002,0.50625,0.09175781250000001
0.05625,0.440625,0.02478515625
0.140625,0.30625,0.04306640625
0.275,0.534375,0.14695312500000002
0.18125000000000002,0.26875,0.0487109375
0.234375,0.603125,0.141357421875
0.16875,0.309375,0.05220703125000001
0.276398,0.566978,0.15671158524399997
0.226708,0.619938,0.140544904104
0.152174,0.610592,0.09291622700800001
0.2857142857142857,0.6417445482866043,0.18335558522474407
0.21875,0.40937500000000004,0.08955078125000002
0.353125,0.421875,0.148974609375
0.328125,0.59375,0.19482421875
0.27187500000000003,0.6312500000000001,0.17162109375000004
0.178125,0.403125,0.071806640625
0.215625,0.5906250000000001,0.12735351562500002
0.21875,0.634375,0.13876953125
0.15000000000000002,0.309375,0.04640625000000001
0.253125,0.58125,0.14712890625
0.290625,0.6125,0.17800781250000003
0.16875,0.571875,0.09650390625000001
0.146875,0.56875,0.08353515625
0.178125,0.5,0.0890625
0.15,0.46875,0.0703125
0.328125,0.50625,0.16611328125
0.20625,0.321875,0.06638671875
0.21250000000000002,0.525,0.11156250000000002
0.2,0.48750000000000004,0.09750000000000002
0.340625,0.521875,0.177763671875
0.16875,0.3125,0.052734375
0.246875,0.534375,0.131923828125
0.0875,0.50625,0.04429687499999999
0.4,0.33437500000000003,0.13375
0.16562500000000002,0.41250000000000003,0.06832031250000001
0.184375,0.540625,0.09967773437500001
0.23750000000000002,0.51875,0.12320312500000002
0.19687500000000002,0.33437500000000003,0.06583007812500001
0.1625,0.275,0.044687500000000005
0.45,0.3125,0.140625
0.234375,0.4625,0.1083984375
0.24375000000000002,0.540625,0.13177734375000003
0.178125,0.271875,0.048427734374999996
0.096875,0.4375,0.0423828125
0.36250000000000004,0.48750000000000004,0.17671875000000004
0.25,0.53125,0.1328125
0.171875,0.390625,0.067138671875
0.23125,0.5375,0.124296875
0.240625,0.6312500000000001,0.15189453125000002
0.16875,0.275,0.04640625000000001
0.3125,0.59375,0.185546875
0.084375,0.603125,0.050888671875000006
0.16875,0.42812500000000003,0.07224609375
0.15937500000000002,0.296875,0.047314453125
0.20625000000000002,0.415625,0.08572265625000001
0.18125000000000002,0.3125,0.05664062500000001
0.30625,0.41250000000000003,0.126328125
0.353125,0.5125000000000001,0.18097656250000002
0.17500000000000002,0.565625,0.09898437500000001
0.209375,0.553125,0.115810546875
0.234375,0.56875,0.13330078125
0.2,0.290625,0.05812500000000001
0.20186335403726707,0.5981308411214953,0.12074069774191674
0.18322981366459626,0.4953271028037383,0.09075869274975329
0.17391304347826086,0.514018691588785,0.08939455505891912
0.2,0.284375,0.056875
0.2625,0.578125,0.1517578125
0.2,0.528125,0.105625
0.184375,0.321875,0.05934570312500001
0.196875,0.55625,0.10951171875
0.375,0.29375,0.11015625000000001
0.19565217391304346,0.48286604361370716,0.09447379114181226
0.16770186335403725,0.367601246105919,0.061647413943228646
0.30312500000000003,0.23125,0.07009765625000001
0.234375,0.65,0.15234375
0.21875,0.565625,0.12373046875000002
0.215625,0.5625,0.1212890625
0.22187500000000002,0.5593750000000001,0.12411132812500002
0.21250000000000002,0.31875000000000003,0.06773437500000001
0.15937500000000002,0.265625,0.042333984375
0.19687500000000002,0.515625,0.10151367187500002
0.21875,0.5,0.109375
0.24375,0.540625,0.13177734375
0.19375,0.40937500000000004,0.07931640625000001
0.321875,0.284375,0.091533203125
0.1875,0.371875,0.0697265625
0.1875,0.45625000000000004,0.08554687500000001
0.15625,0.340625,0.05322265625
0.2125,0.25625,0.05445312499999999
0.18125,0.603125,0.10931640625
0.175,0.3125,0.0546875
0.146875,0.578125,0.084912109375
0.246875,0.45625,0.11263671875
0.384375,0.30625,0.11771484375000002
0.353125,0.559375,0.197529296875
0.16875,0.55625,0.0938671875
0.209375,0.553125,0.115810546875
0.16875,0.503125,0.08490234375000001
0.140625,0.578125,0.081298828125
0.171875,0.25,0.04296875
0.19062500000000002,0.59375,0.11318359375
0.26875,0.596875,0.16041015625000002
0.109375,0.246875,0.027001953125000002
0.178125,0.34687500000000004,0.06178710937500001
0.1875,0.50625,0.09492187499999999
0.27187500000000003,0.671875,0.182666015625
0.23125,0.5906250000000001,0.13658203125
0.22187500000000002,0.59375,0.13173828125
0.203125,0.5625,0.1142578125
0.16875,0.521875,0.08806640625
0.22812500000000002,0.609375,0.13901367187500002
0.2,0.47500000000000003,0.09500000000000001
0.21875,0.55,0.12031250000000002
0.20625000000000002,0.509375,0.10505859375000001
0.22187500000000002,0.540625,0.11995117187500001
0.346875,0.453125,0.157177734375
0.240625,0.609375,0.146630859375
0.203125,0.578125,0.117431640625
0.209375,0.265625,0.055615234375
0.23750000000000002,0.47187500000000004,0.11207031250000002
0.13125,0.27187500000000003,0.035683593750000006
0.184375,0.44375000000000003,0.08181640625000001
0.178125,0.45937500000000003,0.081826171875
0.3375,0.44062500000000004,0.14871093750000003
0.27187500000000003,0.53125,0.14443359375
0.111801,0.566978,0.063388707378
0.221875,0.640625,0.14213867187499998
0.171875,0.609375,0.104736328125
0.21250000000000002,0.309375,0.06574218750000001
0.16562500000000002,0.47187500000000004,0.07815429687500001
0.225,0.5625,0.1265625
0.184375,0.384375,0.07086914062500001
0.22187500000000002,0.5,0.11093750000000001
0.23125,0.603125,0.13947265625000002
0.178125,0.328125,0.058447265625
0.184375,0.525,0.096796875
0.178125,0.35625,0.06345703125
0.215625,0.4,0.08625000000000001
0.21875,0.546875,0.11962890625
0.2875,0.45,0.129375
0.321875,0.5,0.1609375
0.253125,0.25625,0.06486328124999999
0.353125,0.5437500000000001,0.19201171875000003
0.275,0.33437500000000003,0.09195312500000001
0.24375000000000002,0.09062500000000001,0.022089843750000004
0.16562500000000002,0.47187500000000004,0.07815429687500001
0.19687500000000002,0.525,0.10335937500000002
0.23125,0.49375,0.11417968750000002
0.3375,0.278125,0.0938671875
0.27187500000000003,0.59375,0.16142578125
0.30312500000000003,0.58125,0.17619140625000004
0.12187500000000001,0.25,0.030468750000000003
0.19687500000000002,0.603125,0.11874023437500002
0.39375,0.50625,0.19933593749999998
0.1875,0.640625,0.1201171875
0.0875,0.221875,0.0194140625
0.125,0.3375,0.0421875
0.275,0.534375,0.14695312500000002
0.20625000000000002,0.5875,0.12117187500000001
0.20625000000000002,0.521875,0.10763671875
0.16562500000000002,0.328125,0.054345703125000006
0.253125,0.584375,0.147919921875
0.21250000000000002,0.47500000000000003,0.10093750000000001
0.21250000000000002,0.61875,0.13148437500000001
0.240625,0.659375,0.15866210937500003
0.16562500000000002,0.35000000000000003,0.05796875000000001
0.16562500000000002,0.446875,0.07401367187500002
0.19687500000000002,0.45625000000000004,0.08982421875000002
0.178125,0.509375,0.09073242187500001
0.23125,0.240625,0.055644531250000004
0.2,0.45625000000000004,0.09125000000000001
0.215625,0.525,0.11320312500000002
0.16875,0.275,0.04640625000000001
0.19375,0.625,0.12109375
0.15937500000000002,0.24375000000000002,0.03884765625000001
0.20625000000000002,0.41875,0.08636718750000001
0.296875,0.58125,0.17255859375000002
0.2125,0.496875,0.1055859375
0.228125,0.490625,0.11192382812499999
0.271875,0.53125,0.14443359374999998
0.06875,0.29375,0.020195312500000003
0.35,0.5,0.175
0.134375,0.353125,0.047451171875
0.10625000000000001,0.309375,0.032871093750000004
0.209375,0.40625,0.08505859375000001
