               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.89907,              1.3721,               1.172,             0.89414,             0.87805,             0.94856,             0.78141,             0.67534,             0.53041,             0.96522,            0.070441,           0.0032843,           0.0032843
                   1,             0.68492,             0.53297,             0.96864,             0.83787,             0.83276,             0.94047,             0.76481,             0.76491,              1.0985,              1.0007,            0.040096,           0.0062728,           0.0062728
                   2,             0.74272,             0.54293,             0.99446,             0.66087,             0.62381,             0.65817,             0.46145,              1.3742,              3.6104,              1.7757,           0.0094042,            0.008914,            0.008914
                   3,             0.77304,             0.55655,              1.0114,             0.82702,             0.77284,             0.84963,             0.63596,              1.1798,              1.9395,              1.5369,           0.0084368,           0.0084368,           0.0084368
                   4,             0.74542,             0.51251,               1.001,             0.55705,             0.45865,              0.5321,             0.38616,              1.3083,              7.4622,              1.6834,           0.0084368,           0.0084368,           0.0084368
                   5,             0.71463,             0.47858,             0.98072,             0.76434,             0.64111,             0.72418,             0.54974,              1.1786,               2.105,              1.5242,           0.0079158,           0.0079158,           0.0079158
                   6,             0.67446,             0.43558,             0.95909,              0.7705,             0.74561,             0.84183,              0.6658,              1.0484,              1.2526,              1.2748,           0.0073947,           0.0073947,           0.0073947
                   7,             0.64347,             0.40148,             0.94297,             0.81811,             0.84474,             0.89776,             0.71583,              1.0633,             0.85216,              1.3258,           0.0068737,           0.0068737,           0.0068737
                   8,             0.61037,             0.37071,             0.92773,             0.90394,             0.85847,             0.93473,             0.76306,              1.0079,             0.65739,              1.3008,           0.0063526,           0.0063526,           0.0063526
                   9,             0.57844,             0.33623,             0.91236,             0.93428,             0.74644,             0.89689,              0.7228,              1.0479,              1.0498,              1.4147,           0.0058316,           0.0058316,           0.0058316
                  10,             0.54883,             0.31657,             0.89825,             0.89321,             0.87012,              0.9032,             0.74724,              1.0092,             0.65493,              1.3563,           0.0053105,           0.0053105,           0.0053105
                  11,             0.52044,             0.29152,             0.88701,             0.88275,             0.85236,             0.90233,             0.73665,             0.98699,             0.70515,               1.271,           0.0047895,           0.0047895,           0.0047895
                  12,             0.48559,             0.26783,             0.87242,             0.90835,             0.87202,             0.92495,             0.76955,             0.96727,             0.67301,              1.2746,           0.0042684,           0.0042684,           0.0042684
                  13,             0.45372,              0.2486,             0.86106,             0.91035,             0.89367,             0.93501,             0.77903,             0.96983,             0.56748,              1.3141,           0.0037474,           0.0037474,           0.0037474
                  14,             0.42323,             0.23042,             0.85051,             0.94255,             0.83416,             0.92051,             0.77115,             0.96196,             0.61153,              1.2765,           0.0032263,           0.0032263,           0.0032263
                  15,             0.39074,             0.21227,             0.84022,             0.91622,             0.89377,             0.92414,             0.77692,              0.9623,             0.57574,              1.3059,           0.0027053,           0.0027053,           0.0027053
                  16,             0.35516,             0.19545,             0.82991,             0.92152,             0.89982,             0.93698,             0.78463,             0.95761,             0.57367,               1.294,           0.0021842,           0.0021842,           0.0021842
                  17,             0.31701,              0.1803,              0.8199,             0.92449,             0.89272,             0.93357,             0.78838,             0.96056,             0.55947,              1.3316,           0.0016632,           0.0016632,           0.0016632
                  18,              0.2829,             0.16546,             0.81225,             0.92948,             0.88777,             0.93485,             0.78631,             0.94486,             0.58578,              1.2819,           0.0011421,           0.0011421,           0.0011421
